      1      1   2470    3.4062      172 163   7 165   0 163      0.0000
  2112    0.000    0.000     -9.9558  0.940    -6.96    -1.44    -0.20     0.20
  2112   -0.010    0.093      9.1401  0.940     7.42    -1.47    97.96    98.40
  2212    0.000    0.000     -9.9558  0.940    -6.44    -0.53    -0.20     0.20
  2212    0.000    0.000      9.9558  0.940     3.07     6.68     0.20     0.20
  2212    0.121   -0.068     12.0647  0.940     5.52     3.90   109.31   109.80
  2112   -0.214   -0.028    -10.7208  0.940    -6.81     3.37  -134.61   135.20
  2212   -0.045    0.178     -9.9448  0.940    -5.16     4.61  -111.90   112.40
  2212   -0.018   -0.058    -11.7767  0.940    -4.61     4.17  -155.92   156.60
  2112    0.000    0.000     -9.9558  0.940    -7.54    -5.14    -0.20     0.20
  2112   -0.046    0.067     -9.9948  0.940    -4.49    -2.72   -49.18    49.40
   211    0.090    0.009     -0.0692  0.140     9.68    20.49   -19.89    41.60
  2112    0.000    0.000     -9.9558  0.940    -5.70    -0.58    -0.20     0.20
  -211    0.488    0.283      2.8435  0.140     5.97     9.51    67.75    69.00
  2212    0.000    0.000     -9.9558  0.940    -3.46    -4.33    -0.20     0.20
  2112    0.086    0.041     10.3657  0.940     4.48    -5.34    86.61    87.00
  2212    0.000    0.000     -9.9558  0.940    -4.09    -3.75    -0.20     0.20
   211   -0.146   -0.097     -1.4221  0.140    -0.63    -0.96   -75.02    75.60
   111   -0.106   -0.022     -1.1541  0.135    -6.07     2.53   -80.64    81.00
  2112    0.000    0.000     -9.9558  0.940    -3.70     5.41    -0.20     0.20
  -211   -0.101   -0.005      0.6283  0.140     1.19     6.90    51.20    52.20
  2212    0.000    0.000     -9.9558  0.940    -2.50    -6.82    -0.20     0.20
  -211   -0.052   -0.128     -4.2812  0.140    -4.94    -4.95  -156.94   157.60
  2112    0.000    0.000      9.9558  0.940     5.87     3.28     0.20     0.20
  2112   -0.060   -0.028     -9.1412  0.940    -7.70     1.44   -97.76    98.20
  -211   -0.332   -0.090      0.4661  0.140   -19.21    -4.56    67.32    74.20
  2112    0.000    0.000      9.9558  0.940     4.05    -5.25     0.20     0.20
  2112    0.000    0.000      9.9558  0.940     5.07     5.87     0.20     0.20
  2212    0.000    0.000     -9.9558  0.940    -4.83     1.38    -0.20     0.20
  2212    0.000    0.000     -9.9558  0.940    -7.11     3.88    -0.20     0.20
  2212    0.000    0.000     -9.9558  0.940    -8.45     0.72    -0.20     0.20
  2112    0.002   -0.056      9.8458  0.940     5.19    -5.92   126.44   127.00
  2212    0.000    0.000     -9.9558  0.940    -5.69     4.95    -0.20     0.20
  2212    0.000    0.000      9.9558  0.940     7.18    -0.32     0.20     0.20
  2212   -0.150    0.309     -7.2366  0.938    -6.35     1.58   -64.23    64.60
  2112    0.000    0.000      9.9558  0.940     8.60    -0.16     0.20     0.20
  2112   -0.010   -0.095    -11.6451  0.940    -7.56    -0.26   -79.45    79.80
  2212    0.000    0.000      9.9558  0.940     5.59    -5.44     0.20     0.20
  2112    0.000    0.000     -9.9558  0.940    -7.81    -0.02    -0.20     0.20
    22   -0.051   -0.134      0.7617  0.000 0.20E+06 -.19E+06 0.69E+06 0.83E+06
   211    0.154    0.114     -0.4248  0.140    -3.45     0.25   -31.09    33.40
   211    0.248   -0.322      0.4839  0.140    18.52   -18.20    18.05    34.60
  2212    0.000    0.000     -9.9558  0.940    -5.07    -1.70    -0.20     0.20
   111    0.382   -0.262      0.4611  0.135    23.38     4.79    27.25    36.60
  2212    0.000    0.000     -9.9558  0.940    -6.94    -1.72    -0.20     0.20
  2112    0.146   -0.048      9.6338  0.940     5.82     4.83   138.98   139.60
  -211    0.059    0.025      2.6436  0.140     9.07     0.55   130.73   132.00
   211   -0.066   -0.049     -0.0207  0.140   -32.99    -5.67   -26.62    46.60
  2112    0.000    0.000     -9.9558  0.940    -7.75     3.59    -0.20     0.20
  2212    0.000    0.000     -9.9558  0.940    -7.10    -3.50    -0.20     0.20
   111    0.019   -0.196      0.9859  0.135     7.45    -4.56    61.11    61.60
  2212    0.015   -0.056      9.3826  0.940     8.06     0.30   121.06   121.60
  2212    0.000    0.000     -9.9558  0.940    -3.66     4.93    -0.20     0.20
  2112    0.025   -0.101     10.9786  0.940     5.96    -1.98    80.84    81.20
  2112   -0.051    0.105     12.4516  0.940     7.37     3.11   128.44   129.00
  2112    0.000    0.000     -9.9558  0.940    -6.72    -2.06    -0.20     0.20
  2112    0.374   -0.077     10.5645  0.940     8.28     3.60   133.21   133.80
  2112   -0.178    0.196    -11.9526  0.940    -7.41     2.07  -109.17   109.60
  2112    0.000    0.000     -9.9558  0.940    -2.80    -7.31    -0.20     0.20
  2112    0.000    0.000     -9.9558  0.940    -0.80    -7.18    -0.20     0.20
  2212    0.109    0.206    -10.4359  0.938    -4.87     4.14  -155.98   156.60
  2112    0.000    0.000     -9.9558  0.940    -6.04     5.03    -0.20     0.20
  2112   -0.052   -0.099    -10.8675  0.940    -8.27     1.57  -109.11   109.60
  2112    0.000    0.000      9.9558  0.940     5.56     5.19     0.20     0.20
  -211   -0.193    0.324     -0.5574  0.140   -26.31    31.56  -110.92   118.40
   111   -0.383   -0.198      1.2257  0.135    -4.88     0.90    32.89    36.00
  2212    0.000    0.000      9.9558  0.940     5.28     5.48     0.20     0.20
  2212    0.000    0.000      9.9558  0.940     5.19    -3.78     0.20     0.20
  2112    0.185   -0.045    -10.3014  0.940    -4.84     4.72  -155.71   156.40
  2212    0.000    0.000     -9.9558  0.940    -4.54     5.91    -0.20     0.20
  2112    0.000    0.000      9.9558  0.940     4.02    -5.50     0.20     0.20
  2112    0.000    0.000     -9.9558  0.940    -0.50     7.05    -0.20     0.20
  -211   -0.281   -0.233      0.1496  0.140   -14.93   -10.51    14.70    22.80
  2112    0.000    0.000     -9.9558  0.940    -6.14    -1.29    -0.20     0.20
  2112    0.000    0.000      9.9558  0.940     7.84    -5.73     0.20     0.20
  2212    0.000    0.000     -9.9558  0.940    -2.27     6.09    -0.20     0.20
  2112   -0.250    0.130    -11.9246  0.940    -7.75     0.81   -97.81    98.20
  2112    0.000    0.000      9.9558  0.940     3.46    -7.07     0.20     0.20
  2112   -0.097    0.244     10.3562  0.939     7.40    -1.55   197.36   198.20
   211   -0.130    0.045     -0.1102  0.140     0.18    18.92     0.23    31.40
  2112    0.000    0.000      9.9558  0.940    -2.05    -5.22     0.20     0.20
  -211    0.107    0.039      0.0300  0.140    -0.96    -5.80     1.42    15.20
    22    0.088    0.094     -0.0114  0.000    -3.85    -3.43    -0.07     0.80
    22   -0.163   -0.039     -0.0376  0.000    -1.99     4.01    -0.18     0.80
    22    0.514    0.044     -0.2576  0.000     1.13     6.32    -0.36     0.80
   111    0.027   -0.257     -0.1847  0.135     6.63     1.16    -5.28    13.60
  3112    0.672    1.192      0.1488  1.197     3.42     5.09    -0.01     1.20
   111    0.002   -0.816      0.8296  0.135     1.17   -12.90     6.74    13.00
   111    0.076    0.106     -0.2945  0.135    -2.27     4.45    -0.04     2.80
  -211    0.269    0.244      0.4248  0.140     9.90     2.05     2.80     4.20
    22   -1.220    0.686     -1.7815  0.000     0.74     0.63    -0.94     1.20
    22   -0.049    0.065      0.6301  0.000 0.87E+05 0.14E+06 0.48E+06 0.67E+06
  -211   -0.151    0.057      0.3078  0.140    -6.28     2.53    -0.91     5.40
   111    0.222    0.267     -0.4513  0.135     9.68     5.39    -4.36    12.00
   111   -0.083    0.510     -0.1987  0.135     1.10    16.96    -1.11    11.00
   111    0.372   -0.173     -0.3996  0.135     8.35     0.64    -0.07     2.60
   111   -0.297   -0.105     -0.4189  0.135    -5.55    -3.62    -1.59     3.60
   111    0.174    0.134     -0.1996  0.135     1.78     2.62    -0.77     5.80
    22   -0.335    0.036     -0.4869  0.000     3.66     0.26    -1.15     1.40
   111   -0.564   -0.508      0.1705  0.135   -10.59    -9.42     4.52    12.60
  -211    0.504   -0.372     -0.7681  0.140     3.90    -7.48    -1.77     4.00
   211    0.648   -0.083     -1.5839  0.140     4.93     0.23   -18.99    20.20
   211    0.350    0.385      0.2398  0.140     3.86     7.07     0.03     5.60
  -211   -0.042    0.052      0.6005  0.140     0.91     7.09    14.69    17.40
    22   -0.020   -0.117     -0.1855  0.000    -5.15     0.44    -1.18     1.40
    22   -0.146   -0.010     -0.2336  0.000    -1.81    -3.55    -1.19     1.40
   211   -0.029    0.048      0.0967  0.140    -1.35    -4.55    12.59    15.80
   111   -0.062    0.320     -0.0232  0.135    -4.36    -1.90     0.11     3.20
   111   -0.041    0.105     -0.0440  0.135    -2.43     0.38   -19.32    21.40
