      1      1   2770    0.8967      198 199   4 194   5 194      0.0000
  2112    0.000    0.000     -9.9558  0.940    -6.58     1.45    -0.20     0.20
   211    0.127   -0.183     -0.2839  0.140     5.63    -0.57    -8.12    18.80
  -211    0.032    0.116     -1.6038  0.140    -5.61     3.31   -98.76    99.20
  2112    0.000    0.000      9.9558  0.940    -5.01     1.81     0.20     0.20
  2112    0.000    0.000      9.9558  0.940     8.33    -2.76     0.20     0.20
  2112   -0.032   -0.025      9.4795  0.940    -1.20    -7.52   116.68   117.20
  2112    0.000    0.000     -9.9558  0.940    -3.16     7.95    -0.20     0.20
  2212   -0.024   -0.025     10.3631  0.940     4.35    -6.53   195.14   196.00
  2112    0.000    0.000      9.9558  0.940    -4.88     1.04     0.20     0.20
   111   -0.028   -0.135     -3.5987  0.135 -.35E+05 -.31E+05 -.19E+07 0.19E+07
   211   -0.069   -0.248      0.4064  0.140   -19.02    -3.68    28.27    38.00
  2112    0.000    0.000     -9.9558  0.940    -2.67    -8.23    -0.20     0.20
   211   -0.029    0.195      0.0645  0.140   -40.48    92.63   -45.11   122.00
  2112    0.000    0.000      9.9558  0.940    -4.91     6.51     0.20     0.20
  2212    0.000    0.000     -9.9558  0.940     2.68     8.16    -0.20     0.20
   211    0.140    0.226     -2.5017  0.140    -6.24     3.73  -100.57   101.00
   211   -0.025    0.054      0.8305  0.140     5.43     5.97   115.69   116.20
  -211    0.114    0.694      0.7586  0.140     2.53    15.75    26.54    33.80
  2212    0.000    0.000      9.9558  0.940     4.30    -3.67     0.20     0.20
    22   -0.249    0.118     -0.0207  0.000    -1.58     1.13    -0.06     0.80
    22   -0.068   -0.045      0.0257  0.000    -3.98    -1.77     0.24     0.80
   111   -0.639   -0.301     -0.0174  0.135   -10.78     4.00     0.02     7.20
   111   -0.365   -0.077      0.4709  0.135    -8.57    -1.73     0.43     2.60
  -211    0.059   -0.245     -1.7604  0.140     6.34    -0.99    -4.60     5.20
    22   -0.094    0.101     -0.1603  0.000     0.86     5.81    -0.91     1.20
    22   -0.449   -0.235     -0.1931  0.000    -7.19     2.96    -3.50     6.60
   211   -0.087   -0.025     -0.0761  0.140   -44.96   -12.27    21.53    58.60
   211   -0.436    1.023     -0.9225  0.140    -2.02     6.16    -1.46     3.00
    22    0.084   -0.118     -0.1894  0.000     5.60     3.14    -0.95     1.20
  -211   -0.034   -0.053     -2.0239  0.140     3.57     1.10   -65.43    66.20
  2212    0.268   -1.001     -0.2290  0.938     4.48    -5.76    -0.19     1.20
   211   -0.248   -0.433      0.2106  0.140    -3.22    -6.00     0.01     2.60
  -211   -0.215    0.245     -0.2205  0.140    -4.74     8.62     2.56     7.80
  -211   -0.280    0.028      0.0403  0.140    -7.96    -3.51     0.77     9.60
   211    0.693   -0.233     -0.1351  0.140    24.74   -10.54    -4.68    27.20
    22   -0.014   -0.090      0.1411  0.000    -1.34    -4.34     1.17     1.40
    22    0.072   -0.029      0.1213  0.000     4.54    -1.15     1.18     1.40
   211   -0.076    0.242     -0.1502  0.140    -8.23     0.48     0.42     3.20
  -211    0.080   -0.149     -0.0757  0.140    11.44    -5.27     1.64     9.60
   111    0.526   -0.016      0.1175  0.135    10.90     3.49    -0.11     7.20
  -211    0.066   -0.094     -0.3399  0.140     7.20    -2.39    -0.69     2.00
  -211    0.208    0.060     -0.2783  0.140     0.02     8.53    -5.58    10.40
   211   -0.114   -0.127     -0.1294  0.140    -3.10    -0.94     0.46    14.60
  -211   -0.074    0.150     -1.0669  0.140    -4.27     4.21   -13.11    13.80
  -211   -0.259   -0.023     -0.1628  0.140   -34.01    13.04   -20.33    48.00
  -211    0.199   -0.134      0.2728  0.140     6.50    -4.49     0.58     1.80
   111    0.008    0.023     -2.0567  0.135 -.35E+05 -.31E+05 -.19E+07 0.19E+07
    22   -0.111   -0.292      0.5380  0.000    -4.02    -3.39     1.21     1.40
  -211    0.049    0.100     -0.0914  0.140     1.59    -9.74   -14.02    19.00
   111   -0.241    0.011      0.7572  0.135    -9.01    -0.35     2.92     4.80
  -211    0.292    0.465     -0.0952  0.140    -1.25     3.95    -1.16     9.40
  -211   -0.311   -0.410      0.3848  0.140   -14.83    -3.13     8.74    19.40
   211    0.345    0.105      0.1713  0.140    56.94     2.48    -1.92   100.60
  -211    0.097   -0.069      0.3177  0.140    -4.15   -10.32     5.54    12.20
  -211    0.018   -0.148      0.1553  0.140    14.24    -5.88     2.67    13.40
  -211   -0.107    0.165      0.3650  0.140     9.65     1.48    32.85    38.40
   111    0.286   -0.340      0.1144  0.135     2.17    -7.07    -1.61     5.20
   211    0.169   -0.463      0.8399  0.140    -0.94   -10.14    13.75    17.80
   211    0.093   -0.023      2.2511  0.140 0.86E+05 0.22E+05 0.11E+07 0.11E+07
   211   -0.115   -0.303     -0.2864  0.140   -12.77   -16.48    -4.47    25.20
   321   -0.360    0.282     -0.5748  0.494    -6.42     1.40    -1.00     1.60
   111    0.029   -0.181     -0.0132  0.135    10.00    -2.54    -7.54    10.60
   211    0.313   -0.092      0.0212  0.140     5.41    -2.12     2.27    11.80
   111    0.322   -0.615      0.3182  0.135     2.24   -13.01     4.86    12.20
   111   -0.751    0.331     -1.8763  0.135    -9.04     5.79   -19.13    21.60
  -211   -0.338    0.332      0.1738  0.140    -5.63     5.19     4.19     7.60
  -211   -0.270   -0.083     -0.3142  0.140    -4.61    -2.89    -0.87     1.80
  -211   -0.254    0.003     -0.1126  0.140   -15.21   -10.00    -3.19    34.80
  -211    0.014    0.262     -0.0658  0.140     1.22    16.34    -2.95    25.40
    22    0.098   -0.034      0.2145  0.000    -1.37    -2.89     1.62     1.80
  -211   -0.002   -0.130      0.1811  0.140    -3.77    -0.85     0.48     5.00
   111   -0.500   -0.112      0.0143  0.135    -7.52     0.53     1.08     4.00
   111    0.085    0.040     -0.0173  0.135    -4.00     3.29    -2.22     7.20
   111   -0.300   -0.042      0.8477  0.135    -4.48    -4.77    28.31    30.00
   211    0.134   -0.616      0.9877  0.140     0.98   -55.03    68.09    92.80
   111   -0.401   -0.217      0.5674  0.135    -2.88    -7.06     1.31     3.20
   211    0.359   -0.541     -0.3156  0.140    -0.48   -14.63    -5.64    12.80
   111    0.115    0.049     -0.3115  0.135    -0.19     9.14     2.09    14.00
   111   -0.301    0.208     -0.7987  0.135    -0.79     0.86    -6.57     7.60
   111    0.286   -0.484      0.3884  0.135     1.64    -6.29     3.06     4.40
   211    0.119    0.542     -0.0513  0.140     3.30     5.88    -2.76    10.60
   111    0.273   -0.487     -0.2126  0.135     5.46    -8.41     0.75     6.00
  -211   -0.054   -0.167     -0.4485  0.140     1.98    -7.58    -2.39     9.20
   111    0.062   -0.181      0.1964  0.135     1.06    -6.01    -0.30     4.80
   111    0.280    0.295      0.3368  0.135     7.85    -1.31     4.65     5.60
  -321    0.856   -0.569     -0.2788  0.498     7.31    -2.44    -0.56     2.00
   111    0.089   -0.208      0.2990  0.135     3.25    -6.01     4.36     6.40
   111    0.106    0.173      0.0438  0.135     0.34     6.17    -1.70     7.40
   111   -0.647   -0.362      1.1774  0.135    -6.44    -4.39     4.21     5.60
   211    1.086    0.077      1.3934  0.140     8.76     3.81    11.34    14.20
  2112   -1.191   -0.235     -0.5793  0.940    -5.63    -6.06    -0.64     2.00
  -211   -0.210   -0.037      0.3932  0.140    -1.80    -5.94     2.68     3.40
   211   -0.441    0.713      2.9810  0.140    -0.09     6.42     8.66     9.40
   111    0.260   -0.055     -0.1989  0.135     5.90    -2.56    -1.67     3.60
  -211   -0.249    0.307     -0.1551  0.140    -3.69     8.80    -9.29    13.60
  -211    0.143   -0.500      2.0920  0.140     4.37    -9.24    18.36    19.80
   111    0.314    0.156      4.4859  0.135 0.86E+05 0.22E+05 0.11E+07 0.11E+07
    22    0.123   -0.155     -0.2763  0.000 0.83E+05 0.10E+05 -.43E+06 0.44E+06
  -211   -0.076   -0.304     -0.5459  0.140     3.41    -3.94   -11.04    14.20
   211   -0.026   -0.162      0.7581  0.140 0.76E+04 -.51E+04 0.14E+06 0.14E+06
   211    0.139   -0.572     -0.4162  0.140    32.17   -42.62   -55.91    77.20
   111    0.041   -0.013      0.6571  0.135 0.76E+04 -.51E+04 0.14E+06 0.14E+06
  -211   -0.388   -0.118     -0.1643  0.140    -2.66    -2.27    -1.32     5.00
  -211    0.053    0.279      0.1956  0.140    -4.72     1.31     2.42     9.00
  -211   -0.074    0.084      0.1293  0.140    -1.99    -7.47     1.62     7.40
   211   -0.195   -0.124      0.3420  0.140    -4.62    -2.48     2.81    19.40
   111    0.071   -0.304      0.0325  0.135    -2.78    -4.26    10.28    14.00
   111   -0.055   -0.048     -0.1228  0.135     2.44    -6.80     1.16    14.40
   211   -0.612   -0.036      0.6397  0.140   -12.45    -1.38    11.42    15.20
   111    0.353    0.469      1.7500  0.135     4.70     1.07     3.65     4.20
   211    0.143   -0.140      0.4141  0.140    -1.00    -7.71     5.68    10.80
  -211    0.072   -0.600      0.2466  0.140     4.94   -66.84    14.54    77.00
  -211   -0.168   -0.138     -0.3352  0.140 -.40E+06 -.77E+05 -.11E+07 0.12E+07
   211   -0.889   -0.193     -0.0352  0.140    -8.65    -1.75     0.27     2.60
   111   -1.005    0.091     -1.1635  0.135    -7.66    -0.43    -2.82     3.80
   211    0.229   -0.295      1.2320  0.140    15.54     1.41    42.30    44.60
   211    0.631   -0.008     -0.0508  0.140     8.32     3.20     0.73     3.60
   211   -0.218   -0.307     -0.0466  0.140    -8.74   -10.09    -0.16    10.60
  -211   -0.298   -0.067      0.0165  0.140   -14.80     4.05     9.00    20.40
   111    1.006    0.883      0.0563  0.135     6.86     7.53    -0.79     6.80
  -211    0.207   -0.110     -0.0759  0.140     3.67     4.08    -7.81    26.00
  -211    0.200    0.072      0.1044  0.140     3.32    -7.24     5.28    13.20
   111    0.063    0.025      0.1490  0.135    31.84    -7.91    56.35    68.60
   211    0.414    0.276      1.0246  0.140     2.46     2.87     7.91     9.00
   211   -0.107    0.074      0.1308  0.140    -0.53    -4.77     2.99     8.40
   211   -0.905    0.321      1.1870  0.140    -7.91     5.38    13.24    17.20
  -211    0.237   -0.874     -1.0819  0.140     1.39    -5.84    -1.28     2.40
   111   -0.298   -0.754     -0.2830  0.135    -3.84    -9.24    -2.11     6.20
   211    0.121   -0.347      0.1817  0.140     1.07    -1.75    10.54    15.60
  -211   -0.140   -0.215     -0.0386  0.140    -1.59    -6.22     0.76    10.20
  -211    0.094    0.368      0.4395  0.140     3.79     6.52     4.16     8.60
  -211   -0.140    0.291     -0.0589  0.140     3.53     0.52    -1.65     6.80
   211    0.170   -0.198      0.0666  0.140     5.60    -2.51    -2.48     8.60
   111   -0.425    0.087     -0.4572  0.135    -5.43     4.17   -25.77    27.40
   111   -0.392   -0.136      0.1113  0.135    -5.05    -1.94     1.82     3.80
   211   -0.277   -0.049      0.3056  0.140    -9.03     0.90     1.71    13.00
   211    0.531   -0.035      0.0470  0.140    10.01     2.92    -5.42    11.00
    22   -0.052    0.113     -0.3897  0.000     3.36    -1.22    -2.29     2.40
   111    0.042   -0.671     -0.3065  0.135     2.97    -7.45    -1.78     8.20
   111    0.101   -0.069      0.1455  0.135     8.01     2.80     1.31     2.40
   211   -0.034   -0.401     -0.3501  0.140    -2.26    -9.26    -5.81    12.00
   211    0.821    0.184      0.1947  0.140    34.16     7.32     3.03    30.60
  -211    0.483    0.387      0.0593  0.140     8.53     3.79     1.23     3.40
   211   -0.506   -0.007     -1.3867  0.140 -.40E+06 -.77E+05 -.11E+07 0.12E+07
   111   -0.641    0.572     -3.3514  0.135    -5.88     9.81   -24.79    26.40
   111   -0.879    1.106     -2.0635  0.135    -7.84     3.74   -11.56    14.00
  -211    0.124    0.015      0.0858  0.140 0.34E+05 0.60E+05 0.19E+06 0.34E+06
   111   -0.344   -0.227      0.2969  0.135    -6.86    -3.84     1.00     6.60
   111    0.693    0.974      1.5884  0.135     8.93     9.81     8.12    11.20
  2112   -0.228   -0.395     -0.1629  0.940    -3.18    -5.92    -0.10     2.60
   211    0.147    0.752      0.8144  0.140     6.57     5.79     3.24     4.60
  -211   -0.243    0.323      1.2612  0.140    -7.52     0.81    40.30    41.20
   111   -0.096   -0.464     -0.1532  0.135    -1.27    -4.79    -0.57     7.20
   111   -0.360    0.976     -0.8508  0.135    -8.46     5.30    -4.75     8.60
   111    0.314    0.068      0.1194  0.135     0.78     6.53     2.67     4.20
   211    0.032   -0.049     -0.0054  0.140     5.14    -3.76   -19.89    25.60
   321    0.201   -0.504      0.6079  0.498    -1.82    -6.53     1.75     2.60
   211   -0.141    0.101      0.5249  0.140   -21.75    19.88    33.26    43.80
   211    0.169    0.073     -0.3505  0.140     4.39     2.07    -1.11     2.60
  -211    0.207   -0.166      0.0098  0.140     2.98    -8.36    -2.33    13.40
  -211    0.006   -0.101     -0.1361  0.140    -3.47    -6.43     1.77     6.00
  -211   -0.223   -0.154      0.2527  0.140    -9.57    -3.94    12.16    21.40
  -211   -0.233    0.011      0.2119  0.140    -5.21    -2.14    -0.82     9.00
   211   -0.062    0.256      0.9049  0.140     1.32     7.98    44.27    46.40
   211    0.132   -0.134      0.1439  0.140     7.30    -3.38    11.13    17.60
   111   -0.109   -0.198     -0.2133  0.135    -8.70   -10.06    -0.26    10.60
   111    0.055   -0.030      0.1051  0.135 0.34E+05 0.60E+05 0.19E+06 0.34E+06
   111    0.177   -0.512      0.4774  0.135     5.11   -11.30     6.49     9.80
   211   -0.076   -0.325      0.7584  0.140    -7.19    -1.73     5.73    10.00
   111    0.412   -0.369      0.1678  0.135     3.66    -3.66     2.62     5.20
   111   -0.584    0.406      0.0866  0.135    -9.30     6.76     2.16    10.00
   211    0.197    0.027     -0.3132  0.140     6.01    -0.18    -8.85    20.40
   211    0.225   -0.287      0.1916  0.140     1.59    -3.97     0.90     2.60
    22   -0.131    0.084      0.3290  0.000 0.13E+06 0.17E+06 0.27E+06 0.42E+06
   111    0.504   -0.218     -0.4211  0.135    23.26    -3.03   -28.74    41.00
  -211    0.186   -0.027      0.3863  0.140     1.13    -2.68     5.12     7.40
   111    0.631   -0.676      0.2038  0.135     6.90    -4.93     5.39    10.00
  2112    1.628    1.389      2.3624  0.940     7.11     0.90     1.85     2.60
  -211   -0.207    0.152      0.2955  0.140    -1.89     5.51     4.13     7.00
   211   -0.046   -0.084      0.6352  0.140     1.14     5.24    30.31    31.60
   111    0.580   -0.154     -0.0139  0.135     5.03    -5.92    -2.54     5.40
   111    0.059    0.080     -1.2666  0.135     4.06    -3.44   -18.35    19.00
   211    0.095   -0.116     -0.0644  0.140     5.19    -0.71    -6.37    15.60
