           1          49         208         208   3.40624475    
     2.591     -3.798     1     3      6.863     0  2212
     3.624     -3.730     2     3      6.609     0  2212
     1.154     -2.446     3     3      6.503     0  2212
    -2.434     -0.673     4     3      6.296     0  2212
    -3.664      0.922     5     3      6.251     0  2112
     2.397     -5.008     6     3      6.063     0  2212
     1.391     -1.674     7     3      5.731     0  2112
     2.120      2.826     8     3      5.625     0  2212
     3.167     -0.430     9     3      5.575     0  2212
     1.013     -5.015    10     3      5.441     0  2212
     5.354      0.576    11     0      5.436  2212  2212
     3.275     -1.949    12     3      5.429     0  2112
    -2.213      2.556    13     3      5.344     0  2212
     1.297      2.381    14     3      5.251     0  2212
     5.238      1.394    15     3      4.870     0  2212
    -1.165      0.568    16     3      4.832     0  2212
    -2.761      0.254    17     3      4.817     0  2212
     1.201      6.212    18     3      4.737     0  2112
    -0.732     -2.293    19     3      4.714     0  2112
    -1.864      0.322    20     3      4.704     0  2212
    -1.340     -4.858    21     3      4.519     0  2212
     6.927      1.942    22     3      4.507     0  2212
    -3.401      2.064    23     3      4.486     0  2112
     1.252      3.654    24     3      4.456     0  2212
    -2.735     -3.661    25     3      4.385     0  2212
     4.545     -2.226    26     3      4.257     0  2212
     1.383      0.262    27     3      4.241     0  2212
     4.880      0.068    28     3      4.181     0  2212
     0.865      3.219    29     3      4.064     0  2212
     4.516     -3.607    30     2      4.052  2212  2212
     3.814     -3.291    31     3      3.984     0  2212
     6.550     -2.617    32     0      3.938  2212  2212
     4.651      2.132    33     1      3.878  2212  2212
     2.006      3.126    34     3      3.874     0  2212
     7.473      1.476    35     3      3.868     0  2212
    -1.540     -4.038    36     3      3.829     0  2212
     4.642      0.992    37     3      3.821     0  2212
    -1.072     -3.502    38     3      3.770     0  2212
     0.639      4.708    39     3      3.639     0  2212
     3.889      1.177    40     3      3.624     0  2112
     1.579     -0.965    41     3      3.603     0  2212
     5.529     -2.244    42     3      3.602     0  2212
    -4.240     -0.680    43     3      3.576     0  2212
     3.921      2.988    44     3      3.517     0  2212
     5.938     -2.505    45     3      3.511     0  2212
     4.785      1.814    46     3      3.477     0  2212
     5.513      3.896    47     0      3.433  2212  2212
     0.977     -5.099    48     3      3.410     0  2212
     5.283      5.480    49     0      3.230  2212  2212
     2.605      0.051    50     3      3.211     0  2212
    -1.880     -1.953    51     3      3.092     0  2212
     0.900      1.575    52     3      3.060     0  2212
    -1.197     -2.790    53     3      3.057     0  2212
    -2.075      0.776    54     3      3.056     0  2112
     1.352      0.454    55     3      2.950     0  2212
    -0.360      1.653    56     3      2.908     0  2212
     3.066      6.681    57     0      2.785  2212  2212
     0.972      4.077    58     3      2.777     0  2212
     5.189     -3.785    59     0      2.776  2212  2212
     2.981     -5.335    60     3      2.691     0  2212
     8.004      0.245    61     0      2.642  2212  2212
    -1.149     -5.095    62     3      2.558     0  2212
    -0.716     -1.389    63     3      2.380     0  2212
     2.632     -4.366    64     3      2.369     0  2212
    -3.021      2.198    65     3      2.345     0  2112
     5.440      3.735    66     3      2.345     0  2212
    -3.597      1.474    67     3      2.341     0  2212
     4.998      0.668    68     3      2.281     0  2212
     2.565      3.650    69     3      2.158     0  2212
     0.274     -1.097    70     3      2.153     0  2112
     6.727      1.468    71     0      2.123  2212  2212
     5.131     -0.559    72     3      2.108     0  2212
     0.374      5.295    73     3      2.093     0  2112
     7.181     -0.324    74     0      2.016  2212  2212
    -1.637      3.624    75     3      1.998     0  2112
     4.134      2.940    76     3      1.898     0  2212
    -2.824     -2.213    77     3      1.895     0  2212
     5.588     -5.437    78     0      1.732  2212  2212
     5.675     -0.227    79     0      1.702  2212  2212
    -0.069      3.482    80     3      1.700     0  2212
    -0.399      5.921    81     3      1.691     0  2112
     6.781      2.018    82     3      1.672     0  2212
    -3.180     -2.626    83     3      1.635     0  2112
    -2.887     -1.363    84     3      1.616     0  2112
     1.818     -5.835    85     1      1.573  2112  2112
     6.258      5.134    86     0      1.548  2112  2112
     3.395     -1.254    87     3      1.541     0  2112
    -2.047     -5.221    88     0      1.374  2112  2112
     3.509     -2.534    89     3      1.203     0  2112
    -0.306      2.484    90     3      1.170     0  2112
     7.408     -1.369    91     0      1.150  2112  2112
     0.693     -5.295    92     3      0.802     0  2112
     1.351     -6.653    93     3      0.756     0  2112
     3.519      3.346    94     3      0.666     0  2112
    -1.974     -3.007    95     3      0.616     0  2112
     5.958     -1.975    96     0      0.554  2112  2112
    -0.401     -0.455    97     3      0.512     0  2112
     2.332     -1.739    98     3      0.356     0  2112
     6.971      2.663    99     1      0.341  2112  2112
    -1.043      4.926   100     3      0.304     0  2112
    -0.721      3.817   101     3      0.173     0  2112
     1.397     -4.314   102     3      0.139     0  2212
     5.067      5.875   103     0      0.132  2112  2112
    -0.516     -6.256   104     3      0.124     0  2112
    -4.506     -0.641   105     3      0.063     0  2112
     4.809     -2.515   106     1      0.042  2112  2112
