           1           0         208         208   2.90584946    
     1.407      1.553     1     3      7.267     0  2212
    -1.638     -2.082     2     3      6.658     0  2212
     2.077     -4.444     3     3      6.494     0  2212
     3.778      1.397     4     3      6.491     0  2212
    -0.038     -1.495     5     3      6.364     0  2212
     2.350      3.860     6     3      6.209     0  2212
     1.292      0.774     7     3      6.192     0  2212
     1.162      2.976     8     3      5.854     0  2212
    11.334      2.577     9     0      5.627  2212  2212
     0.545     -1.299    10     3      5.145     0  2212
    -1.865      1.052    11     3      5.102     0  2212
     1.574     -2.464    12     3      5.081     0  2112
     5.689      2.496    13     3      5.032     0  2212
     2.299     -0.318    14     3      4.905     0  2112
     1.068      1.590    15     3      4.781     0  2112
    -0.333      1.524    16     3      4.550     0  2112
     5.337      3.507    17     3      4.502     0  2212
     0.269     -3.089    18     3      4.414     0  2212
     3.588      1.783    19     3      4.298     0  2212
     3.703      2.238    20     3      4.267     0  2212
    -2.028     -0.594    21     3      3.976     0  2112
     1.493      4.319    22     3      3.940     0  2212
     2.754      3.985    23     3      3.884     0  2112
     3.458      1.758    24     3      3.818     0  2212
    -0.272     -4.242    25     3      3.740     0  2212
     2.963     -1.106    26     3      3.606     0  2212
     2.245      0.648    27     3      3.521     0  2112
     6.970      2.420    28     0      3.504  2212  2212
    -0.864      0.349    29     1      3.480  2212  2212
    -0.869     -0.680    30     3      3.427     0  2212
     2.346      3.988    31     3      3.402     0  2212
     0.118     -1.818    32     3      3.219     0  2112
    -4.493      1.197    33     3      3.157     0  2212
     7.140      1.060    34     0      3.120  2212  2212
     3.787     -0.137    35     3      3.077     0  2212
    -0.576      4.878    36     3      3.071     0  2212
     5.293     -3.960    37     0      2.923  2212  2212
     4.464     -4.290    38     3      2.737     0  2212
     3.003     -3.363    39     3      2.714     0  2212
     1.848      2.209    40     3      2.557     0  2112
    -3.022      1.355    41     3      2.533     0  2112
     6.123      2.003    42     0      2.465  2212  2212
    -0.282     -1.737    43     3      2.449     0  2212
    -0.224     -3.815    44     3      2.360     0  2212
     4.610     -2.986    45     3      2.311     0  2212
     0.787      2.979    46     3      2.261     0  2212
     4.435      4.333    47     3      2.232     0  2212
     1.744     -4.159    48     3      2.220     0  2212
     6.380      3.512    49     0      2.207  2212  2212
    -0.530     -2.372    50     3      2.206     0  2212
    -3.126      1.987    51     3      2.187     0  2212
     5.481      4.625    52     0      2.173  2212  2212
     5.582     -0.005    53     3      2.154     0  2212
    -0.969      2.886    54     3      2.127     0  2112
    -0.514     -4.727    55     3      2.051     0  2112
    -4.073      0.600    56     3      2.015     0  2212
     0.926     -5.535    57     3      2.010     0  2212
    -3.982     -1.294    58     3      1.935     0  2112
    -1.514     -0.144    59     3      1.916     0  2212
    -1.692      0.988    60     3      1.887     0  2212
     3.688     -4.047    61     3      1.872     0  2112
    -2.822     -4.151    62     3      1.861     0  2112
     4.256     -5.748    63     3      1.783     0  2212
     5.098     -5.016    64     1      1.742  2212  2212
    -1.563     -5.268    65     3      1.719     0  2212
    -0.968     -4.890    66     3      1.696     0  2112
    -2.424      1.195    67     3      1.686     0  2212
    -1.271     -3.752    68     3      1.652     0  2212
     0.691      5.000    69     3      1.643     0  2212
     4.517      4.216    70     0      1.595  2212  2212
     1.192      3.555    71     3      1.492     0  2112
    -3.550     -5.023    72     3      1.438     0  2212
    -0.914      1.750    73     3      1.425     0  2212
     1.221      1.410    74     3      1.421     0  2212
