12000	5020.0	CMS	A	A	208	82	208	82	1	8.55	9.87	4	1000	0.2	0.3	0.15	1	1.0	1	1	2.0	2.0	2.265	0	0.33	1000000.0	1000000.0	11	13150909	93239129	0	1	0	0	0	1	1	-7.0	1000	3	1	0	7.0	0.0	0.0	0.0	1	5.0	0.0	0	1.0	0	
5000	5020.0	CMS	A	A	208	82	208	82	100	0.0	20.0	4	1000	0.2	0.3	0.15	1	1.0	1	0	2.0	2.0	2.265	0	0.33	1000000.0	1000000.0	11	13150909	2268339	0	1	0	0	0	1	1	-7.0	1000	3	1	0	7.0	0.0	0.0	0.0	1	5.0	0.0	0	1.0	0	
